ticker,market,currency,price,day_chg,ytd_chg,ret_1m,ret_3m,ret_6m,ret_1y,high_52w,low_52w,from_ath,rsi,vol_ratio,ma5,ma10,ma20,ma50,ma200,score,name
5959.T,JP,JPY,959.0,-0.93,0.1,-0.72,-3.03,7.69,14.75,1039.0,790.84,-7.7,41.7,1.08,972.0,979.6,976.1,988.8,932.5,16,5959.T
9076.T,JP,JPY,2451.5,0.82,5.71,-0.77,2.28,15.8,13.29,2603.33,2069.63,-5.83,40.7,0.88,2451.9,2468.2,2476.25,2491.42,2284.36,16,9076.T
4530.T,JP,JPY,6040.0,-0.17,34.22,0.08,-6.14,48.59,40.89,6510.0,3858.35,-7.22,53.6,0.18,6044.6,6044.6,6042.0,6063.92,4900.95,16,4530.T
CB,US,USD,326.1199951171875,-2.03,5.49,0.56,7.77,15.6,17.58,341.75,265.21,-4.57,49.1,1.11,328.74,328.59,327.98,328.89,298.24,16,CB
3475.T,JP,JPY,1659.0,2.41,32.72,1.97,29.61,13.89,45.61,1818.0,1046.19,-8.75,23.8,0.84,1648.6,1659.9,1686.2,1565.12,1383.42,16,3475.T
8613.T,JP,JPY,1024.0,-0.68,3.8,-0.29,-0.85,10.5,26.76,1085.0,790.11,-5.62,40.8,0.59,1037.2,1051.2,1048.8,1036.22,950.33,16,8613.T
3561.T,JP,JPY,1463.0,0.21,4.82,-2.92,2.41,1.57,14.02,1554.59,1270.32,-5.89,52.6,0.73,1468.2,1459.6,1463.75,1488.93,1434.26,16,3561.T
7466.T,JP,JPY,1270.0,-0.47,7.84,-1.4,8.33,12.84,24.25,1358.0,994.44,-6.48,50.7,0.77,1303.2,1317.8,1300.1,1295.24,1181.0,16,7466.T
7433.T,JP,JPY,4145.0,1.84,7.7,-1.78,5.82,10.64,9.57,4370.0,3363.67,-5.15,45.5,0.89,4153.0,4228.5,4238.75,4207.47,3870.26,16,7433.T
BMY,US,USD,58.709999084472656,-0.53,10.95,-0.19,8.64,36.93,28.69,61.73,41.67,-4.9,46.8,0.71,59.01,58.82,59.01,59.28,50.72,16,BMY
5302.T,JP,JPY,4710.0,-0.63,6.2,3.4,2.39,10.73,19.77,5050.0,3916.2,-6.73,49.4,0.72,4754.0,4761.0,4721.0,4745.6,4380.61,16,5302.T
WM,US,USD,229.52999877929688,-1.4,5.51,1.33,0.08,7.04,2.06,245.53,195.24,-6.52,42.9,0.77,226.77,226.49,228.86,232.28,221.66,16,WM
3076.T,JP,JPY,2718.0,-1.06,-3.51,-3.1,-2.93,2.25,35.07,2938.0,2007.45,-7.49,44.4,0.77,2758.4,2777.3,2775.25,2813.58,2663.97,16,3076.T
WEC,US,USD,114.5999984741211,-0.84,8.54,0.51,5.35,0.51,9.97,118.78,99.76,-3.52,42.5,0.45,114.45,115.22,115.94,115.48,109.93,16,WEC
CMS,US,USD,76.2699966430664,-0.46,9.12,-0.08,7.42,3.84,8.86,79.94,67.06,-4.59,40.2,0.84,76.1,77.11,77.68,77.04,72.72,16,CMS
REGN,US,USD,751.5700073242188,-1.89,-3.07,-0.68,-1.33,30.87,25.39,811.29,481.15,-7.36,44.7,1.22,752.19,751.34,756.39,763.17,678.68,16,REGN
ACGL,US,USD,96.19000244140625,-1.92,2.48,2.2,2.66,9.98,6.08,101.98,84.72,-5.68,48.1,0.73,97.47,97.28,96.86,96.7,92.75,16,ACGL
9672.T,JP,JPY,5690.0,0.35,0.0,-2.74,1.25,0.7,38.33,6040.0,4079.19,-5.79,42.9,1.03,5748.0,5773.0,5775.5,5755.0,5435.74,16,9672.T
7994.T,JP,JPY,2523.0,0.28,10.86,0.36,6.54,12.01,36.17,2705.05,1851.81,-6.73,44.4,0.86,2527.8,2548.3,2547.75,2544.43,2336.35,16,7994.T
4246.T,JP,JPY,859.0,0.47,8.98,1.9,3.09,19.67,60.84,923.19,534.07,-6.95,42.9,0.73,862.4,870.2,867.0,867.13,766.97,16,4246.T
4097.T,JP,JPY,1100.0,0.0,5.54,-0.9,-1.25,9.46,23.36,1157.15,891.69,-4.94,50.0,0.65,1099.6,1101.1,1102.45,1103.31,1054.99,16,4097.T
4116.T,JP,JPY,1061.0,-0.28,13.86,5.28,7.55,20.34,67.55,1128.0,633.24,-5.94,34.7,0.71,1081.6,1094.1,1099.25,1070.6,912.59,16,4116.T
6364.T,JP,JPY,1989.0,0.81,11.71,1.74,10.07,0.98,9.81,2212.73,1675.71,-10.11,53.9,1.3,1987.0,1990.7,1982.75,2022.27,1927.9,15,6364.T
1959.T,JP,JPY,9506.0,0.82,23.19,-0.98,13.17,32.64,97.4,10445.31,4686.69,-8.99,50.7,1.15,9365.0,9364.0,9451.05,9569.59,7856.01,15,1959.T
7173.T,JP,JPY,11280.0,-0.35,28.72,1.03,13.32,54.64,114.12,12350.0,5071.92,-8.66,45.2,0.53,11476.0,11856.0,11755.0,11347.81,8629.07,15,7173.T
BAX,US,USD,18.15999984741211,-1.36,-6.83,8.94,-7.54,-20.93,-39.09,31.47,15.8,-42.29,71.5,0.73,18.44,18.19,17.44,18.21,20.96,15,BAX
2975.T,JP,JPY,1657.0,-2.36,22.29,0.12,14.43,46.67,77.76,1839.0,881.87,-9.9,41.2,0.53,1698.0,1695.8,1709.4,1658.32,1296.62,15,2975.T
5714.T,JP,JPY,9640.0,-0.28,32.37,6.26,9.33,76.01,118.86,11429.37,4319.59,-15.66,59.8,0.81,9763.6,9892.2,9583.05,9595.38,6856.81,15,5714.T
25935.T,JP,JPY,1870.0,-0.11,2.69,2.19,2.07,5.39,5.16,1904.0,1726.23,-1.79,32.7,0.85,1881.4,1890.5,1882.15,1842.22,1802.44,15,25935.T
CTAS,US,USD,175.89999389648438,-0.97,-4.64,4.18,-9.07,-8.12,-14.87,226.13,165.71,-22.21,60.3,0.69,176.63,176.81,174.18,185.73,194.83,15,CTAS
8343.T,JP,JPY,5220.0,-1.32,29.83,2.86,12.11,47.76,128.08,5820.0,2256.85,-10.31,53.1,0.72,5462.0,5579.0,5378.0,5244.59,4064.27,15,8343.T
3443.T,JP,JPY,1596.0,-2.15,10.68,2.2,-5.81,18.92,60.48,1809.11,994.52,-11.78,51.2,2.59,1656.4,1668.6,1630.85,1636.73,1429.68,15,3443.T
5711.T,JP,JPY,5261.0,-0.59,43.98,3.56,18.99,80.31,141.57,6043.52,2125.82,-12.95,52.8,0.54,5404.0,5512.2,5369.05,5273.73,3577.61,15,5711.T
EA,US,USD,202.6699981689453,0.08,-0.76,0.38,-0.75,1.21,38.84,204.6,142.41,-0.94,37.4,0.53,202.97,203.07,203.17,201.55,191.49,15,EA
6785.T,JP,JPY,2712.0,0.3,13.0,-3.83,10.74,27.44,83.7,3080.0,1476.32,-11.95,49.2,1.05,2763.0,2793.8,2778.0,2848.58,2322.96,15,6785.T
6098.T,JP,JPY,7308.0,-3.35,-18.82,12.32,-14.74,-6.14,0.97,9345.05,6102.28,-21.8,57.9,1.0,7660.0,7428.8,7184.25,6777.04,7926.38,15,6098.T
2198.T,JP,JPY,810.0,-0.12,1.89,0.87,0.62,5.28,-0.13,828.0,740.34,-2.17,33.3,1.61,811.8,811.8,812.45,810.82,783.56,15,2198.T
6794.T,JP,JPY,3115.0,-3.71,16.93,9.45,17.02,20.96,175.96,3460.0,1128.77,-9.97,27.7,0.62,3255.0,3331.5,3280.7,3078.22,2513.26,15,6794.T
7250.T,JP,JPY,3015.0,-0.17,-5.63,-0.17,-3.83,14.42,139.86,3385.0,1248.0,-10.93,46.2,4.46,3023.0,3021.5,3019.5,3018.3,2642.49,15,7250.T
94346.T,JP,JPY,7588.0,0.0,0.93,0.2,0.71,1.41,1.63,7610.0,7354.28,-0.29,31.2,0.35,7588.8,7587.9,7592.0,7567.91,7491.51,15,94346.T
7936.T,JP,JPY,4414.0,-1.43,14.68,2.51,10.65,19.05,46.82,4843.0,3006.38,-8.86,57.9,0.58,4521.8,4558.6,4435.3,4483.44,3995.6,15,7936.T
SYY,US,USD,76.55999755859375,0.99,6.22,-6.66,1.99,-0.64,11.04,90.48,68.05,-15.38,65.1,0.55,75.79,75.08,74.19,81.14,78.11,15,SYY
TPR,US,USD,145.88999938964844,-0.38,13.33,3.17,15.93,27.76,114.87,160.06,67.9,-8.85,53.0,0.61,148.52,150.14,147.06,148.21,122.66,15,TPR
2692.T,JP,JPY,12910.0,0.0,13.74,-0.54,8.67,32.14,41.71,13130.0,8683.59,-1.68,29.4,0.45,12910.0,12912.0,12937.5,12843.4,11035.13,15,2692.T
4578.T,JP,JPY,10810.0,-0.55,19.46,-5.18,15.71,31.94,64.03,11500.0,6432.13,-6.0,39.8,0.79,10744.0,10643.0,10886.5,10701.02,8855.87,14,4578.T
6845.T,JP,JPY,1399.0,-0.64,-0.81,-0.32,-0.32,1.76,21.12,1508.53,1155.07,-7.26,44.4,0.79,1438.4,1454.05,1438.62,1400.26,1406.86,14,6845.T
7962.T,JP,JPY,811.0,-0.86,-1.34,-0.86,-0.98,-2.29,-5.36,876.6,806.0,-7.48,40.5,0.97,818.0,820.7,819.15,817.1,826.28,14,7962.T
9850.T,JP,JPY,962.0,-0.41,-0.63,-2.43,-2.92,0.5,-4.36,1025.72,922.45,-6.21,42.7,0.71,973.4,978.9,977.15,984.23,973.81,14,9850.T
9101.T,JP,JPY,5874.0,1.15,16.91,1.52,19.21,17.11,30.49,6309.0,4433.16,-6.89,27.9,0.56,5857.8,5970.3,6024.0,5659.71,5168.91,14,9101.T
3150.T,JP,JPY,2815.0,0.82,16.86,1.48,15.22,22.53,24.57,2999.0,2219.12,-6.14,34.2,0.65,2862.4,2895.4,2897.45,2739.32,2482.47,14,3150.T
MPC,US,USD,224.13999938964844,1.37,36.41,-9.73,30.56,15.53,66.58,251.91,134.52,-11.02,35.6,0.48,220.36,221.4,230.0,222.05,190.44,13,MPC
8604.T,JP,JPY,1312.0,-1.54,-2.6,4.54,-7.93,23.13,65.65,1491.5,770.97,-12.03,58.6,0.83,1330.3,1335.45,1302.7,1303.79,1176.52,13,8604.T
8923.T,JP,JPY,1634.0,-1.68,-4.16,4.68,0.12,2.26,38.56,1815.0,1165.67,-9.97,43.9,0.75,1672.2,1700.0,1672.35,1632.16,1588.96,13,8923.T
COP,US,USD,121.76000213623047,-2.1,26.9,-8.62,24.64,37.48,37.3,133.8,82.47,-9.0,35.7,1.22,121.09,120.44,124.83,120.57,99.6,13,COP
7011.T,JP,JPY,4738.0,-0.34,14.14,3.79,3.25,7.67,76.72,5181.38,2662.67,-8.56,50.1,0.79,4605.6,4604.1,4634.05,4724.07,4179.97,13,7011.T
5423.T,JP,JPY,1703.0,-1.9,16.91,4.41,13.24,24.85,11.49,1902.0,1313.86,-10.46,32.8,2.63,1770.2,1758.2,1749.75,1644.4,1526.23,13,5423.T
EOG,US,USD,133.1300048828125,-0.55,26.26,-9.04,24.69,25.32,21.94,148.74,100.04,-10.49,34.8,0.67,132.32,132.39,136.96,132.28,115.46,13,EOG
3660.T,JP,JPY,464.0,-1.28,-1.07,7.41,-0.64,-0.43,3.77,661.0,406.0,-29.8,55.9,0.72,472.2,473.3,459.6,452.94,491.71,13,3660.T
WYNN,US,USD,105.66999816894531,0.06,-13.6,6.23,-7.17,-15.37,29.87,132.8,79.32,-20.43,57.8,0.74,106.87,106.59,104.13,104.79,115.27,13,WYNN
9551.T,JP,JPY,3620.0,0.84,7.22,3.43,2.13,22.81,90.72,4158.42,1898.09,-12.95,52.8,1.94,3645.0,3663.0,3619.5,3704.53,3198.23,13,9551.T
2931.T,JP,JPY,408.0,0.99,2.77,7.65,-1.69,-7.23,-9.08,507.47,358.0,-19.6,44.4,0.63,407.0,407.8,407.5,391.5,420.57,13,2931.T
8714.T,JP,JPY,898.0,-1.1,13.52,0.39,5.63,38.53,99.25,999.0,434.21,-10.11,44.6,0.77,915.8,943.5,937.45,883.68,738.8,13,8714.T
UBER,US,USD,74.63999938964844,-0.08,-9.92,5.8,-8.95,-21.11,-4.0,100.1,69.18,-25.43,58.5,0.93,75.93,75.58,73.45,73.64,85.66,13,UBER
5332.T,JP,JPY,5346.0,2.39,23.02,-0.61,4.97,36.6,57.98,6278.64,3363.52,-14.85,52.3,0.74,5348.0,5408.3,5397.45,5636.42,4465.79,13,5332.T
4684.T,JP,JPY,4175.0,-2.09,-13.71,7.88,-9.61,-14.22,-14.2,5504.43,3722.79,-24.15,56.1,1.2,4286.0,4178.6,4059.6,3976.84,4739.58,13,4684.T
3180.T,JP,JPY,1543.0,-1.09,-1.53,3.49,4.97,7.41,8.54,1770.65,1252.0,-12.86,43.7,0.77,1567.4,1566.5,1543.95,1457.64,1517.99,13,3180.T
4249.T,JP,JPY,2418.0,0.62,2.06,0.69,-1.79,1.6,19.1,2639.1,2030.22,-8.38,46.9,1.84,2364.0,2361.5,2392.45,2423.31,2367.8,13,4249.T
6535.T,JP,JPY,522.0,-1.14,4.19,5.24,0.19,-12.56,3.22,684.0,469.0,-23.68,56.7,0.71,538.0,543.3,525.65,518.74,568.66,13,6535.T
HAS,US,USD,95.08000183105469,-1.55,15.39,4.3,7.07,23.97,61.48,105.21,58.61,-9.63,58.3,0.78,93.74,93.84,92.4,94.8,83.12,13,HAS
SHOP,US,USD,125.83000183105469,1.29,-19.96,9.01,-7.69,-24.67,29.56,179.01,91.77,-29.71,56.6,1.06,129.66,126.64,121.23,122.0,141.81,13,SHOP
EXPD,US,USD,147.55999755859375,-1.46,-2.83,3.43,-7.1,25.21,37.56,165.04,104.9,-10.59,54.7,0.56,149.21,147.32,145.69,145.27,136.54,13,EXPD
4549.T,JP,JPY,3115.0,0.32,30.87,2.43,25.19,35.31,41.36,3465.0,1944.22,-10.1,31.2,0.72,3116.0,3220.5,3247.0,3037.62,2512.84,13,4549.T
ARES,US,USD,115.2300033569336,0.39,-29.78,6.77,-21.97,-20.8,-22.61,187.77,95.2,-38.63,65.1,0.48,117.93,116.22,110.43,111.65,149.48,13,ARES
MTB,US,USD,214.9199981689453,-2.18,6.07,4.47,1.01,20.46,32.27,236.36,162.49,-9.07,54.6,0.5,218.15,218.54,214.97,213.38,199.89,13,MTB
DAL,US,USD,68.44999694824219,0.12,-0.61,2.38,1.68,16.79,66.65,75.15,41.0,-8.91,54.9,0.49,69.33,69.9,68.2,66.29,62.92,13,DAL
LYV,US,USD,156.63999938964844,2.24,7.8,4.39,5.98,2.16,17.99,174.06,125.61,-10.01,46.1,0.67,154.79,157.89,157.02,157.41,151.8,13,LYV
1720.T,JP,JPY,1393.0,-1.21,5.47,-3.86,3.23,31.37,71.76,1631.48,793.56,-14.62,40.6,1.56,1407.8,1422.7,1436.85,1480.22,1230.47,13,1720.T
9468.T,JP,JPY,3680.0,5.57,18.65,-3.03,13.99,5.61,0.96,4033.12,2707.1,-8.76,36.4,1.41,3529.0,3532.9,3659.9,3315.88,3372.68,13,9468.T
3040.T,JP,JPY,1775.0,0.06,-13.12,0.34,-13.33,14.08,50.35,2170.0,1172.83,-18.2,60.6,1.08,1771.6,1752.2,1735.0,1830.46,1691.76,12,3040.T
1814.T,JP,JPY,3500.0,5.58,-3.58,-5.86,-9.43,33.3,83.87,4392.22,1891.25,-20.31,49.7,3.68,3379.0,3392.5,3486.0,3794.54,3170.03,12,1814.T
